layer,gender_l2
0,0.0
1,0.12292599814633529
2,0.17126802494749427
3,0.1770602980318169
4,0.5186202290778359
5,0.7262894296397765
6,0.7257482512543599
7,0.8077561660359304
8,0.6958163859943549
9,0.8456745583564043
10,1.1206647223482529
11,1.6972690711418787
12,2.522551046560208
